EmployeeID,Age,Gender,JobRole,YearsAtCompany,Salary,JobSatisfaction,PerformanceScore,WorkLifeBalance,Left
13582,39,Female,Marketing Analyst,9,32279,1,3,2,No
13583,46,Male,Marketing Analyst,8,97493,2,3,5,No
13584,22,Male,Software Engineer,16,76443,4,5,5,No
13585,36,Male,Software Engineer,29,30832,1,1,5,No
13586,55,Female,Sales Manager,19,74355,5,5,2,No
13587,41,Male,Data Scientist,17,66567,3,3,3,No
13588,58,Female,Financial Analyst,7,107654,1,2,5,No
13589,48,Male,Accountant ,3,93142,1,5,4,No
13590,43,Male,Customer Support Specialist,16,116589,3,3,5,No
13591,26,Female,Financial Analyst,1,65913,5,5,1,No
13592,55,Female,Network Engineer,18,115060,1,4,1,Yes
13593,24,Female,Customer Support Specialist,22,117345,4,4,4,No
13594,38,Male,Operations Manager,28,105749,2,1,5,No
13595,45,Female,Network Engineer,15,96986,3,1,4,No
13596,45,Male,Data Scientist,21,109660,4,5,1,Yes
13597,24,Male,Financial Analyst,22,83746,4,2,1,No
13598,28,Female,Data Scientist,24,69580,2,4,3,No
13599,46,Male,UX/UI Designer,2,34742,3,2,1,No
13600,24,Male,Network Engineer,6,39660,2,4,5,No
13601,36,Male,Financial Analyst,22,58832,1,3,3,Yes
13602,50,Male,Financial Analyst,15,36938,2,3,4,No
13603,50,Female,HR Specialist,13,115642,3,4,1,No
13604,31,Female,HR Specialist,22,82525,4,5,3,No
13605,53,Male,Operations Manager,22,115747,5,5,1,No
13606,44,Male,Project Manager,13,116404,3,3,4,No
13607,30,Female,Software Engineer,29,76180,1,4,3,No
13608,58,Male,Software Developer,5,100942,5,4,1,No
13609,35,Male,Data Engineer,6,79379,1,4,4,No
13610,25,Male,Product Manager,21,80398,4,1,3,No
13611,41,Male,Business Intelligence Analyst,18,58872,1,5,5,No
13612,49,Male,Operations Manager,21,110761,1,1,1,No
13613,35,Male,Operations Manager,17,97523,3,3,2,No
13614,55,Male,UX/UI Designer,15,35755,2,4,3,No
13615,34,Male,Software Developer,2,33408,1,2,2,No
13616,52,Male,HR Specialist,24,69868,3,1,1,No
13617,54,Female,Sales Manager,5,73503,4,2,2,No
13618,49,Male,Software Engineer,4,60956,5,3,3,No
13619,46,Male,Network Engineer,27,89264,2,2,2,Yes
13620,53,Male,Customer Support Specialist,2,45923,4,5,3,No
13621,30,Male,Marketing Analyst,7,41336,3,1,4,No
13622,49,Female,Data Scientist,17,119573,5,1,1,No
13623,52,Male,Marketing Analyst,17,99923,4,5,2,No
13624,38,Male,Accountant ,8,56983,3,3,3,No
13625,44,Male,Software Engineer,12,57089,4,4,1,No
13626,34,Male,Network Engineer,27,60397,3,3,3,Yes
13627,31,Male,Business Intelligence Analyst,11,78147,1,5,3,No
13628,37,Male,Data Scientist,29,85675,5,4,5,No
13629,27,Male,Business Intelligence Analyst,27,36475,3,2,1,No
13630,32,Male,Product Manager,16,63515,5,4,1,No
13631,24,Female,Project Manager,18,109380,2,3,2,No
13632,49,Male,Project Manager,27,103635,1,3,3,No
13633,36,Male,Software Engineer,5,82527,3,4,3,No
13634,34,Female,Business Intelligence Analyst,6,59863,2,2,1,No
13635,38,Male,HR Specialist,24,65396,3,4,3,No
13636,28,Male,Network Engineer,25,36767,3,4,3,No
13637,49,Male,Software Developer,6,86441,2,1,4,No
13638,59,Male,Software Engineer,19,61886,1,3,5,No
13639,34,Male,Project Manager,15,85328,4,5,3,No
13640,38,Female,Operations Manager,21,114899,5,2,5,No
13641,36,Male,Business Intelligence Analyst,23,115483,2,1,2,No
13642,57,Male,Data Engineer,5,59926,3,1,2,No
13643,49,Male,Data Engineer,8,63764,5,3,2,No
13644,36,Male,Product Manager,20,61266,3,3,4,No
13645,32,Female,Software Developer,24,51088,1,5,4,No
13646,52,Male,Compliance Analysts,11,73264,1,2,5,No
13647,25,Male,Sales Manager,1,84760,2,3,4,No
13648,56,Male,Project Manager,15,31429,2,3,2,No
13649,55,Male,Financial Analyst,21,94026,2,3,3,No
13650,48,Female,UX/UI Designer,3,92644,4,4,5,No
13651,31,Male,UX/UI Designer,8,56389,5,3,3,No
13652,51,Male,Project Manager,26,93909,3,5,3,No
13653,41,Female,Data Engineer,16,97336,2,1,5,No
13654,50,Female,Customer Support Specialist,23,63321,5,1,4,Yes
13655,50,Female,Quality Assurance Engineer,2,119033,3,5,5,No
13656,44,Female,Software Developer,15,51975,1,5,2,No
13657,42,Male,Accountant ,25,85031,1,5,5,No
13658,31,Female,Marketing Analyst,10,53164,5,2,4,No
13659,33,Female,Marketing Analyst,29,55381,5,1,3,No
13660,51,Male,HR Specialist,12,118372,1,3,1,No
13661,54,Male,Financial Analyst,7,35164,3,5,5,No
13662,39,Male,Product Manager,29,87121,4,5,1,No
13663,35,Male,Financial Analyst,2,60772,1,1,4,No
13664,43,Male,Business Intelligence Analyst,12,98470,4,3,3,No
13665,42,Male,Operations Manager,16,41345,5,2,4,No
13666,22,Female,Product Manager,19,40226,2,3,5,No
13667,36,Male,Data Engineer,13,40319,4,4,5,Yes
13668,57,Female,Product Manager,25,39378,1,3,5,No
13669,43,Female,Sales Manager,25,50526,4,2,1,No
13670,53,Male,Network Engineer,28,68427,1,3,4,No
13671,54,Male,Data Scientist,10,59107,4,1,5,No
13672,44,Male,Business Analyst,15,106014,2,4,4,No
13673,23,Female,Data Scientist,20,44000,2,4,2,No
13674,23,Female,Operations Manager,18,111678,4,5,2,No
13675,59,Female,Sales Manager,6,33604,5,1,4,No
13676,50,Female,Data Scientist,9,68067,5,5,3,No
13677,24,Male,Marketing Analyst,26,42124,4,1,5,No
13678,28,Male,Financial Analyst,23,83728,2,5,2,Yes
13679,57,Male,Product Manager,2,49557,4,3,4,No
13680,50,Male,UX/UI Designer,16,82065,1,3,5,No
13681,58,Male,Network Engineer,2,105867,5,5,3,No
13682,57,Female,HR Specialist,28,46092,5,5,1,No
13683,44,Male,Customer Support Specialist,27,37036,1,5,2,No
13684,37,Male,Customer Support Specialist,13,102445,4,1,3,No
13685,52,Female,Operations Manager,8,36133,4,5,4,Yes
13686,55,Male,Business Analyst,5,51095,5,1,3,No
13687,22,Male,Network Engineer,5,89324,4,2,3,No
13688,39,Female,Network Engineer,29,62799,4,3,1,No
13689,36,Male,Network Engineer,18,94568,4,5,3,Yes
13690,38,Male,Business Intelligence Analyst,5,87927,5,1,2,No
13691,31,Female,HR Specialist,18,53277,5,4,1,No
13692,41,Male,Software Engineer,27,62359,4,5,5,No
13693,27,Female,Operations Manager,19,42087,3,4,3,No
13694,29,Female,Project Manager,20,77664,3,1,1,No
13695,55,Male,Marketing Analyst,21,83234,1,3,2,No
13696,53,Male,Business Intelligence Analyst,19,104526,5,5,4,No
13697,25,Female,Customer Support Specialist,21,99923,4,3,3,No
13698,41,Female,UX/UI Designer,19,46300,5,1,3,No
13699,45,Female,Project Manager,3,106370,3,3,5,No
13700,45,Male,Marketing Analyst,17,65670,5,4,2,No
13701,47,Male,Marketing Analyst,6,77102,3,5,1,No
13702,46,Male,UX/UI Designer,25,85771,1,3,2,No
13703,57,Male,Operations Manager,27,116907,3,1,2,No
13704,28,Female,Compliance Analysts,8,34613,2,1,3,No
13705,31,Male,UX/UI Designer,10,35055,3,5,4,No
13706,33,Male,HR Specialist,5,119057,5,2,5,Yes
13707,22,Male,HR Specialist,9,108606,2,2,5,No
13708,46,Male,Sales Manager,19,96916,2,2,4,No
13709,37,Male,Operations Manager,17,87358,3,3,4,Yes
13710,26,Male,Quality Assurance Engineer,1,113113,2,1,2,No
13711,40,Male,Software Developer,27,61466,1,5,4,No
13712,25,Female,Business Intelligence Analyst,29,89365,2,2,3,No
13713,27,Male,Network Engineer,3,68977,3,4,3,No
13714,47,Female,Compliance Analysts,13,82041,4,2,1,No
13715,30,Male,Marketing Analyst,16,101534,5,3,1,No
13716,35,Male,Business Intelligence Analyst,14,50924,3,3,3,No
13717,30,Male,Compliance Analysts,20,75628,5,3,2,No
13718,36,Female,Software Engineer,2,40788,4,5,4,No
13719,58,Female,Sales Manager,28,69194,1,1,3,No
13720,41,Male,Sales Manager,23,96158,4,2,2,Yes
13721,29,Male,Project Manager,16,36940,1,5,1,No
13722,53,Male,Accountant ,5,106607,2,1,2,No
13723,42,Female,Network Engineer,8,50875,4,2,5,No
13724,40,Female,Accountant ,5,118927,4,5,3,No
13725,50,Male,Project Manager,22,118753,5,2,1,No
13726,52,Male,Data Engineer,7,108553,1,3,3,No
13727,27,Male,Quality Assurance Engineer,1,67897,5,5,5,No
13728,25,Female,Customer Support Specialist,16,96541,2,2,3,No
13729,50,Male,Operations Manager,26,47931,4,4,4,No
13730,24,Male,Quality Assurance Engineer,9,55126,1,1,1,No
13731,22,Male,Marketing Analyst,29,97392,2,3,2,No
13732,36,Male,Compliance Analysts,27,58039,5,3,1,No
13733,42,Female,Business Intelligence Analyst,10,97830,3,4,5,No
13734,52,Male,Marketing Analyst,24,49376,5,1,3,No
13735,28,Male,Customer Support Specialist,14,99796,1,4,3,Yes
13736,38,Female,Business Intelligence Analyst,10,74034,1,3,5,No
13737,40,Male,Marketing Analyst,7,100627,5,2,5,Yes
13738,24,Male,Quality Assurance Engineer,28,51310,4,3,5,No
13739,51,Female,Business Intelligence Analyst,20,113808,5,2,1,No
13740,56,Male,Product Manager,12,95970,4,3,1,No
13741,50,Male,UX/UI Designer,17,100969,4,3,5,No
13742,35,Male,Software Engineer,2,108750,5,1,1,No
13743,56,Female,Business Analyst,29,100157,3,5,4,Yes
13744,49,Male,Software Developer,17,68454,5,3,5,No
13745,51,Female,Quality Assurance Engineer,22,55301,4,2,1,No
13746,47,Male,HR Specialist,20,75222,4,2,5,No
13747,28,Male,Compliance Analysts,9,112654,3,5,1,No
13748,52,Female,Software Engineer,2,67868,5,1,3,No
13749,26,Male,Product Manager,2,56927,4,1,5,No
13750,56,Male,Marketing Analyst,22,67501,2,5,3,No
13751,35,Male,Project Manager,28,105758,5,2,5,No
13752,57,Male,Business Intelligence Analyst,17,37860,2,3,3,No
13753,48,Male,Data Scientist,10,117779,2,1,4,No
13754,45,Male,Financial Analyst,19,71699,5,5,2,No
13755,50,Male,Data Engineer,29,79458,1,3,4,No
13756,43,Male,Customer Support Specialist,7,92212,5,3,2,No
13757,29,Male,Operations Manager,24,37032,4,1,3,No
13758,36,Female,Product Manager,22,108789,3,2,2,No
13759,26,Male,Project Manager,17,65235,5,3,5,No
13760,25,Male,Business Intelligence Analyst,15,108986,2,5,1,Yes
13761,32,Male,HR Specialist,6,80883,5,2,1,Yes
13762,39,Male,UX/UI Designer,26,45207,2,4,2,No
13763,51,Male,Software Engineer,28,60306,3,3,3,No
13764,36,Male,Network Engineer,15,48041,5,4,5,No
13765,27,Male,Marketing Analyst,27,105894,1,1,2,No
13766,37,Male,Data Scientist,13,79212,5,3,1,No
13767,30,Female,Operations Manager,14,95778,4,1,5,No
13768,55,Male,Accountant ,1,74425,2,5,1,No
13769,48,Female,HR Specialist,11,44908,2,1,4,No
13770,34,Male,Business Intelligence Analyst,13,53239,4,5,3,No
13771,57,Male,HR Specialist,9,104380,5,5,1,No
13772,48,Male,Marketing Analyst,8,117404,3,4,1,No
13773,30,Male,Data Engineer,23,30686,5,4,3,No
13774,26,Male,Business Intelligence Analyst,24,44371,4,3,4,No
13775,43,Female,Compliance Analysts,13,34637,5,4,5,Yes
13776,52,Male,Product Manager,9,103504,1,4,3,No
13777,24,Male,Software Developer,8,81096,4,5,3,No
13778,51,Male,Business Analyst,6,97958,1,3,3,No
13779,42,Male,Operations Manager,11,115519,1,3,5,No
13780,56,Male,Product Manager,29,50067,3,5,1,Yes
13781,27,Male,Business Intelligence Analyst,17,85538,4,2,5,No
13782,49,Male,Data Scientist,26,56338,3,3,3,No
13783,53,Female,Financial Analyst,7,91507,4,5,5,No
13784,58,Male,Data Scientist,8,63693,1,1,5,No
13785,46,Female,Sales Manager,10,103604,2,2,4,No
13786,53,Male,Operations Manager,27,110023,5,3,1,No
13787,56,Male,Accountant ,4,54511,2,2,1,No
13788,43,Male,Financial Analyst,3,60344,4,5,2,No
13789,45,Male,UX/UI Designer,22,99134,2,1,5,Yes
13790,51,Male,Marketing Analyst,8,88618,3,2,2,No
13791,53,Male,Compliance Analysts,5,94730,4,5,1,No
13792,52,Male,Data Scientist,24,56272,3,2,1,No
13793,44,Male,Network Engineer,28,35310,4,3,2,No
13794,54,Female,HR Specialist,26,41551,4,2,4,No
13795,46,Male,HR Specialist,26,89076,4,1,1,No
13796,57,Male,Business Analyst,27,89530,4,4,5,No
13797,45,Female,Project Manager,14,33951,3,1,3,No
13798,52,Male,Financial Analyst,27,77263,2,1,1,No
13799,34,Male,Software Developer,10,37174,4,5,3,No
13800,31,Male,Network Engineer,27,113488,4,3,5,No
13801,44,Male,Software Engineer,17,117188,4,5,2,No
13802,39,Male,Quality Assurance Engineer,27,68073,2,2,4,No
13803,53,Male,Product Manager,28,43502,3,1,3,No
13804,54,Male,HR Specialist,26,111227,2,5,1,No
13805,57,Male,Product Manager,29,87875,1,4,1,No
13806,49,Male,Accountant ,10,71950,3,1,5,No
13807,37,Male,Sales Manager,20,30992,3,2,3,Yes
13808,37,Male,Project Manager,24,71287,5,1,2,No
13809,39,Male,Software Engineer,19,32776,2,1,5,No
13810,29,Male,UX/UI Designer,5,69771,3,4,1,No
13811,37,Male,HR Specialist,2,116862,4,4,5,No
13812,32,Female,Product Manager,1,75034,3,4,4,No
13813,27,Male,UX/UI Designer,17,63441,1,1,4,No
13814,22,Male,Data Engineer,18,75605,2,3,4,No
13815,33,Male,Marketing Analyst,22,111518,5,4,3,No
13816,59,Male,Software Developer,23,38287,2,3,3,Yes
13817,49,Female,Data Engineer,19,69437,5,2,5,No
13818,38,Female,Data Scientist,25,103637,2,5,1,No
13819,22,Female,Accountant ,6,66175,2,5,1,No
13820,53,Male,Data Engineer,17,76089,2,3,5,No
13821,29,Male,Data Engineer,22,47599,4,4,2,No
13822,45,Male,Financial Analyst,15,75585,1,3,5,No
13823,31,Female,Financial Analyst,29,105071,3,1,4,No
13824,31,Male,Accountant ,15,68329,1,3,1,No
13825,57,Female,Data Scientist,17,58314,4,2,5,No
13826,46,Male,Compliance Analysts,7,59183,1,4,1,No
13827,31,Female,Marketing Analyst,19,34462,4,2,1,No
13828,40,Male,Compliance Analysts,26,95632,5,2,4,No
13829,36,Male,Project Manager,25,45763,1,3,3,No
13830,37,Male,HR Specialist,17,101380,1,4,2,No
13831,23,Female,Quality Assurance Engineer,11,81659,4,5,2,No
13832,50,Female,Business Analyst,4,83552,5,2,4,No
13833,25,Female,Compliance Analysts,6,35255,3,3,2,No
13834,50,Male,Business Intelligence Analyst,7,87956,5,2,5,Yes
13835,52,Male,HR Specialist,9,45327,3,4,4,No
13836,38,Female,Data Engineer,27,36855,4,4,1,No
13837,31,Male,Operations Manager,4,81819,1,1,4,No
13838,48,Male,Customer Support Specialist,14,108850,5,1,2,No
13839,36,Female,Marketing Analyst,22,34694,1,5,1,No
13840,52,Male,Software Engineer,22,87651,4,3,1,No
13841,42,Male,Software Engineer,21,52077,3,1,3,No
13842,47,Male,Project Manager,14,64645,3,1,4,No
13843,59,Male,HR Specialist,25,39653,5,4,3,No
13844,57,Male,Product Manager,21,111393,1,5,3,No
13845,38,Male,Marketing Analyst,19,43507,4,4,1,No
13846,24,Male,Compliance Analysts,16,84417,1,1,5,No
13847,35,Female,Customer Support Specialist,10,67167,5,4,5,No
13848,34,Female,Sales Manager,5,62055,3,3,5,No
13849,48,Female,Customer Support Specialist,9,39900,5,5,3,No
13850,22,Male,Project Manager,28,73231,3,4,1,No
13851,38,Male,Compliance Analysts,9,30909,3,2,3,No
13852,55,Male,Financial Analyst,13,86708,2,2,3,No
13853,35,Male,Business Analyst,16,65308,4,4,3,No
13854,38,Male,Project Manager,25,47515,4,2,1,Yes
13855,24,Male,Product Manager,2,65985,1,2,1,No
13856,55,Male,HR Specialist,14,88780,1,1,2,No
13857,46,Male,Sales Manager,28,54528,5,3,4,No
13858,23,Male,Operations Manager,5,79407,1,5,4,No
13859,55,Female,Business Intelligence Analyst,9,41745,1,5,1,No
13860,47,Male,Compliance Analysts,21,106948,1,2,2,No
13861,52,Female,Sales Manager,28,85027,3,5,4,No
13862,30,Male,Software Engineer,2,84113,2,4,4,Yes
13863,51,Male,UX/UI Designer,10,65839,4,2,1,No
13864,41,Female,Financial Analyst,3,83702,1,1,4,No
13865,42,Male,Business Intelligence Analyst,8,115009,3,2,1,No
13866,50,Male,Data Engineer,10,73793,2,5,5,No
13867,46,Male,Marketing Analyst,4,76397,2,1,1,No
13868,59,Male,Financial Analyst,13,35964,4,5,3,No
13869,46,Male,Sales Manager,2,85526,1,3,2,Yes
13870,30,Male,Sales Manager,26,94294,1,5,1,No
13871,47,Male,Business Analyst,18,62280,5,3,2,No
13872,58,Male,Project Manager,9,39197,5,1,5,No
13873,37,Male,Operations Manager,27,95767,2,2,2,No
13874,58,Female,Business Analyst,26,95477,5,1,2,No
13875,33,Male,Software Developer,2,54440,5,5,4,No
13876,45,Male,Sales Manager,16,91908,3,3,5,Yes
13877,47,Male,Data Engineer,27,109494,3,5,2,Yes
13878,41,Female,Software Engineer,16,94014,3,3,3,No
13879,30,Female,HR Specialist,10,112223,1,2,2,No
13880,44,Male,HR Specialist,5,99715,2,4,4,No
13881,50,Male,Data Engineer,28,71749,5,2,1,No
13882,52,Female,Accountant ,16,41541,4,3,1,Yes
13883,40,Male,Business Intelligence Analyst,9,110712,4,1,3,No
13884,41,Female,Financial Analyst,7,119261,4,4,3,Yes
13885,44,Female,Quality Assurance Engineer,24,45069,5,1,5,No
13886,48,Male,Operations Manager,18,118188,5,4,5,No
13887,51,Female,Quality Assurance Engineer,21,51969,3,3,2,No
13888,42,Male,Software Engineer,10,51589,1,5,3,No
13889,56,Female,Marketing Analyst,26,117180,2,3,2,No
13890,28,Male,Data Engineer,5,43193,4,5,2,No
13891,43,Male,Accountant ,13,112248,4,4,1,No
13892,31,Female,Compliance Analysts,24,77683,4,5,5,No
13893,44,Male,Data Engineer,5,66057,2,2,4,No
13894,36,Female,Business Intelligence Analyst,16,100544,1,3,5,Yes
13895,51,Female,Business Intelligence Analyst,14,72070,1,5,3,No
13896,55,Male,Accountant ,26,92100,2,1,3,No
13897,34,Male,Customer Support Specialist,20,110067,3,4,1,No
13898,25,Male,Business Analyst,13,40024,4,3,3,No
13899,39,Male,Operations Manager,22,34443,2,4,2,No
13900,44,Male,Marketing Analyst,21,32218,5,5,5,No
13901,54,Male,Accountant ,13,96136,3,3,2,No
13902,55,Female,Project Manager,4,41202,5,5,2,No
13903,55,Female,Accountant ,8,59511,3,3,3,No
13904,57,Male,Accountant ,22,115499,4,4,2,No
13905,56,Female,Network Engineer,15,36348,1,2,3,No
13906,38,Female,HR Specialist,17,106551,1,3,4,No
13907,49,Male,Product Manager,25,31547,1,5,5,No
13908,35,Male,Operations Manager,17,48086,4,3,1,No
13909,55,Male,Operations Manager,13,37642,4,2,5,No
13910,32,Male,Business Analyst,4,88076,5,3,3,No
13911,34,Male,Accountant ,1,46270,4,4,2,No
13912,54,Male,Software Developer,14,86507,4,3,3,No
13913,23,Female,Accountant ,26,106552,5,4,5,No
13914,55,Male,Operations Manager,11,56365,2,2,5,No
13915,50,Female,Compliance Analysts,7,81449,4,5,2,No
13916,58,Male,Customer Support Specialist,11,62700,1,3,1,No
13917,25,Male,HR Specialist,3,51925,4,1,4,No
13918,33,Male,UX/UI Designer,18,40059,5,3,2,No
13919,47,Female,UX/UI Designer,4,78724,4,2,3,No
13920,49,Male,Project Manager,10,68814,4,1,5,No
13921,24,Male,Financial Analyst,12,40707,2,4,3,No
13922,41,Female,Marketing Analyst,24,117318,5,3,4,No
13923,31,Male,Accountant ,20,37088,2,4,4,No
13924,39,Female,Network Engineer,27,98911,1,2,1,No
13925,48,Male,Quality Assurance Engineer,2,57411,4,3,5,No
13926,52,Female,Compliance Analysts,21,115611,1,5,3,No
13927,48,Male,Business Intelligence Analyst,16,78018,2,1,3,No
13928,22,Male,Customer Support Specialist,28,97654,4,5,1,No
13929,27,Male,Data Engineer,29,76293,2,5,2,No
13930,32,Male,Quality Assurance Engineer,5,93286,5,3,1,No
13931,55,Female,Operations Manager,6,117857,4,2,1,No
13932,41,Male,UX/UI Designer,6,87328,4,1,2,No
13933,42,Female,HR Specialist,27,40504,1,4,3,No
13934,42,Male,Software Engineer,27,69585,5,5,3,No
13935,39,Male,UX/UI Designer,20,114976,1,3,3,No
13936,42,Male,Compliance Analysts,22,115404,2,1,4,No
13937,40,Male,Sales Manager,2,94909,3,4,5,No
13938,25,Male,Product Manager,18,82393,1,1,1,No
13939,34,Female,Data Scientist,21,80002,1,3,3,Yes
13940,39,Male,Compliance Analysts,6,68583,2,4,1,No
13941,50,Male,Financial Analyst,23,63075,2,3,5,No
13942,46,Female,Data Engineer,2,92776,5,3,5,No
13943,34,Male,Data Engineer,14,40207,3,4,2,No
13944,48,Male,Software Engineer,27,72796,5,5,4,No
13945,40,Female,Data Scientist,4,55724,2,3,5,Yes
13946,22,Male,Software Engineer,16,57481,1,4,2,No
13947,59,Female,HR Specialist,7,110889,5,1,3,No
13948,40,Male,Data Engineer,28,91479,3,2,2,No
13949,22,Male,Business Analyst,21,48783,1,3,1,No
13950,38,Female,Software Engineer,19,112231,3,1,2,No
13951,42,Female,Project Manager,29,70893,2,3,3,No
13952,43,Male,Network Engineer,25,32323,1,3,2,No
13953,36,Male,Network Engineer,25,101756,3,5,2,No
13954,53,Male,Accountant ,17,51474,1,4,5,No
13955,25,Female,Quality Assurance Engineer,8,63360,5,2,2,No
13956,53,Female,Customer Support Specialist,19,39035,3,5,1,No
13957,25,Male,Customer Support Specialist,13,37641,2,1,5,No
13958,22,Female,Business Intelligence Analyst,22,58833,3,4,3,No
13959,54,Male,UX/UI Designer,6,33709,1,3,3,No
13960,28,Male,Business Analyst,28,66432,2,1,4,No
13961,30,Male,Business Analyst,22,109275,1,4,4,Yes
13962,22,Male,Product Manager,9,49263,4,2,3,Yes
13963,37,Female,Business Analyst,17,74140,3,1,4,No
13964,39,Male,Operations Manager,2,94310,5,5,3,No
13965,27,Female,Data Scientist,5,74602,2,2,4,No
13966,23,Female,Software Engineer,7,116112,5,1,2,No
13967,30,Male,Business Analyst,9,117955,1,2,5,No
13968,25,Female,HR Specialist,22,60969,5,1,4,No
13969,44,Male,Product Manager,29,99539,5,4,4,No
13970,29,Female,Financial Analyst,7,48086,5,5,1,No
13971,46,Female,Project Manager,8,99603,3,2,5,No
13972,37,Male,Compliance Analysts,18,44596,5,3,3,No
13973,56,Female,Marketing Analyst,2,58782,3,4,4,Yes
13974,38,Male,Accountant ,7,74393,4,3,5,No
13975,39,Male,Data Engineer,17,71473,3,5,4,No
13976,48,Female,UX/UI Designer,29,49438,5,3,1,No
13977,36,Male,Data Scientist,16,102365,1,1,3,No
13978,38,Female,Project Manager,16,44278,5,1,1,No
13979,26,Female,Data Scientist,4,76829,4,2,3,No
13980,37,Male,Data Scientist,14,74568,4,4,4,No
13981,36,Male,Marketing Analyst,24,61099,5,1,1,No
13982,55,Male,Project Manager,26,34938,1,2,3,No
13983,40,Male,Operations Manager,12,91437,1,5,2,No
13984,29,Male,Customer Support Specialist,25,113844,1,1,5,No
13985,31,Female,Software Engineer,24,80589,2,3,2,No
13986,26,Male,UX/UI Designer,20,75298,3,3,2,No
13987,47,Male,Software Developer,27,82844,2,3,1,No
13988,43,Male,Business Intelligence Analyst,9,96776,2,3,1,No
13989,44,Male,Accountant ,5,80287,4,3,3,No
13990,34,Female,HR Specialist,1,38887,1,5,3,No
13991,30,Male,Data Scientist,17,47292,4,3,3,No
13992,41,Male,Compliance Analysts,1,58708,1,1,1,No
13993,49,Female,Business Analyst,9,66193,3,4,5,No
13994,58,Male,UX/UI Designer,16,111347,1,5,2,No
13995,45,Male,Business Analyst,23,36173,5,2,3,No
13996,54,Female,UX/UI Designer,13,80810,2,2,5,No
13997,41,Male,Marketing Analyst,21,96902,4,4,4,No
13998,51,Male,Network Engineer,28,68497,4,1,5,No
13999,30,Female,Project Manager,5,102407,5,4,2,No
14000,38,Male,Financial Analyst,7,116709,5,1,1,No
14001,57,Male,Product Manager,9,81539,2,2,5,No
14002,35,Female,Data Engineer,28,74746,1,3,2,Yes
14003,40,Female,Sales Manager,28,48586,2,5,2,No
14004,28,Male,UX/UI Designer,8,60969,5,1,4,No
14005,24,Male,Quality Assurance Engineer,4,31691,5,1,3,No
14006,54,Male,Quality Assurance Engineer,14,33515,2,2,1,No
14007,53,Female,Network Engineer,4,109860,3,4,3,No
14008,32,Male,Operations Manager,24,49774,3,2,4,No
14009,23,Male,Marketing Analyst,4,86333,1,2,5,No
14010,47,Male,Software Engineer,29,50271,4,1,2,No
14011,25,Male,Business Analyst,8,102829,3,2,5,No
14012,38,Female,Software Developer,2,77158,1,2,2,No
14013,38,Male,HR Specialist,1,110493,3,1,5,Yes
14014,49,Male,Software Engineer,23,94030,1,2,3,No
14015,51,Male,Financial Analyst,16,92528,4,1,5,No
14016,44,Male,Project Manager,20,66112,2,2,3,No
14017,45,Male,Financial Analyst,18,51103,2,1,1,No
14018,50,Male,Accountant ,4,65174,2,4,2,No
14019,25,Male,Customer Support Specialist,9,87810,1,4,3,No
14020,59,Female,Project Manager,20,119791,5,2,4,No
14021,50,Male,Customer Support Specialist,14,114985,1,3,2,No
14022,40,Female,Sales Manager,17,59477,3,1,1,No
14023,48,Female,Business Intelligence Analyst,7,53457,3,4,3,No
14024,50,Male,Quality Assurance Engineer,17,70602,4,1,4,No
14025,57,Male,Quality Assurance Engineer,5,97730,5,1,1,No
14026,56,Male,Software Engineer,1,37155,4,4,4,No
14027,27,Male,Software Engineer,15,104106,2,2,5,No
14028,44,Female,Sales Manager,9,67799,2,1,3,No
14029,29,Male,Marketing Analyst,28,63794,1,2,5,No
14030,23,Male,UX/UI Designer,29,110826,1,2,4,No
14031,34,Male,Operations Manager,9,36205,3,1,1,No
14032,42,Male,Compliance Analysts,19,83193,1,1,2,Yes
14033,52,Female,UX/UI Designer,1,76836,5,5,3,No
14034,57,Male,Compliance Analysts,16,114304,5,5,1,No
14035,59,Male,Marketing Analyst,7,95663,5,5,4,No
14036,48,Male,UX/UI Designer,4,67408,3,1,1,No
14037,57,Male,Data Scientist,3,31119,2,3,5,No
14038,44,Male,Operations Manager,5,51920,1,3,5,No
14039,42,Male,Project Manager,16,109335,5,1,5,No
14040,34,Male,Operations Manager,11,32360,5,3,2,No
14041,58,Male,Product Manager,28,113544,5,4,4,No
14042,47,Male,Customer Support Specialist,2,69128,3,1,2,No
14043,28,Male,Operations Manager,2,117125,5,2,4,No
14044,43,Male,Operations Manager,20,44038,5,5,5,No
14045,44,Male,HR Specialist,14,93861,1,5,4,No
14046,51,Female,Marketing Analyst,27,72754,2,3,5,Yes
14047,39,Male,Customer Support Specialist,28,117165,5,5,3,No
14048,39,Female,Product Manager,23,38111,1,2,4,Yes
14049,31,Female,Project Manager,21,112718,1,1,3,No
14050,51,Female,Software Engineer,7,39981,3,4,1,No
14051,47,Female,Business Analyst,13,118497,5,3,5,No
14052,28,Female,Software Developer,21,119843,4,3,1,No
14053,28,Male,Data Engineer,17,118928,2,4,1,No
14054,26,Female,Marketing Analyst,17,49722,5,1,1,No
14055,22,Male,Software Developer,14,33782,5,1,1,No
14056,39,Male,Business Intelligence Analyst,7,35384,1,2,2,No
14057,34,Female,Data Scientist,28,112819,1,3,4,No
14058,46,Male,Product Manager,26,43252,4,2,4,No
14059,29,Male,Marketing Analyst,24,76353,2,5,1,No
14060,31,Female,HR Specialist,24,94851,1,4,4,No
14061,53,Male,Quality Assurance Engineer,12,87143,2,1,4,No
